5.12 -0.196431 -0.0677954
5.13 -0.197077 -0.0614028
5.14 -0.197659 -0.0549905
5.15 -0.198177 -0.0485605
5.16 -0.19863 -0.0421151
5.17 -0.199019 -0.0356561
5.18 -0.199343 -0.0291856
5.19 -0.199603 -0.0227059
5.2 -0.199797 -0.0162188
5.21 -0.199927 -0.00972658
5.22 -0.199992 -0.00323121
5.23 -0.199992 0.00326519
5.24 -0.199927 0.00976054
5.25 -0.199797 0.0162528
5.26 -0.199602 0.0227398
5.27 -0.199342 0.0292195
5.28 -0.199017 0.0356899
5.29 -0.198628 0.0421488
5.3 -0.198174 0.0485942
5.31 -0.197656 0.055024
5.32 -0.197074 0.0614362
5.33 -0.196428 0.0678287
5.34 -0.195717 0.0741995
5.35 -0.194944 0.0805464
5.36 -0.194107 0.0868675
5.37 -0.193206 0.0931607
5.38 -0.192243 0.0994241
5.39 -0.191218 0.105655
5.4 -0.19013 0.111853
5.41 -0.188981 0.118015
5.42 -0.18777 0.124138
5.43 -0.186498 0.130222
5.44 -0.185166 0.136264
5.45 -0.183773 0.142262
5.46 -0.182321 0.148215
5.47 -0.180809 0.154119
5.48 -0.179239 0.159975
5.49 -0.17761 0.165778
5.5 -0.175923 0.171529
5.51 -0.174179 0.177224
5.52 -0.172379 0.182862
5.53 -0.170522 0.188441
5.54 -0.16861 0.193959
5.55 -0.166643 0.199415
5.56 -0.164622 0.204807
5.57 -0.162548 0.210133
5.58 -0.16042 0.21539
5.59 -0.15824 0.220578
5.6 -0.156009 0.225695
5.61 -0.153726 0.23074
5.62 -0.151394 0.235709
5.63 -0.149012 0.240602
5.64 -0.146582 0.245418
5.65 -0.144104 0.250154
5.66 -0.141579 0.254809
5.67 -0.139008 0.259382
5.68 -0.136392 0.263871
5.69 -0.133731 0.268274
5.7 -0.131027 0.27259
5.71 -0.12828 0.276818
5.72 -0.125491 0.280956
5.73 -0.122661 0.285003
5.74 -0.119791 0.288958
5.75 -0.116882 0.292818
5.76 -0.113935 0.296584
5.77 -0.110951 0.300253
5.78 -0.10793 0.303825
5.79 -0.104875 0.307298
5.8 -0.101785 0.310671
5.81 -0.0986615 0.313943
5.82 -0.0955061 0.317112
5.83 -0.0923196 0.320179
5.84 -0.0891029 0.323141
5.85 -0.0858571 0.325998
5.86 -0.0825833 0.328749
5.87 -0.0792825 0.331393
5.88 -0.0759558 0.333928
5.89 -0.0726043 0.336355
5.9 -0.069229 0.338672
5.91 -0.0658312 0.340879
5.92 -0.0624118 0.342974
5.93 -0.0589721 0.344958
5.94 -0.0555131 0.346828
5.95 -0.0520359 0.348586
5.96 -0.0485417 0.35023
5.97 -0.0450317 0.351759
5.98 -0.0415069 0.353174
5.99 -0.0379686 0.354473
6 -0.0344178 0.355656
6.01 -0.0308559 0.356723
6.02 -0.0272838 0.357674
6.03 -0.0237028 0.358507
6.04 -0.020114 0.359224
6.05 -0.0165187 0.359823
6.06 -0.012918 0.360304
6.07 -0.009313 0.360667
6.08 -0.005705 0.360913
6.09 -0.00209513 0.36104
6.1 0.00151542 0.36105
6.11 0.00512547 0.360941
6.12 0.00873385 0.360715
6.13 0.0123394 0.36037
6.14 0.0159409 0.359908
6.15 0.0195371 0.359328
6.16 0.023127 0.35863
6.17 0.0267094 0.357816
6.18 0.0302829 0.356884
6.19 0.0338466 0.355835
6.2 0.0373993 0.354671
6.21 0.0409397 0.35339
6.22 0.0444667 0.351994
6.23 0.0479792 0.350483
6.24 0.051476 0.348858
6.25 0.0549559 0.347118
6.26 0.058418 0.345266
6.27 0.0618609 0.3433
6.28 0.0652836 0.341223
6.29 0.068685 0.339034
6.3 0.0720639 0.336735
6.31 0.0754193 0.334325
6.32 0.07875 0.331807
6.33 0.0820551 0.329181
6.34 0.0853333 0.326447
6.35 0.0885837 0.323607
6.36 0.0918051 0.320662
6.37 0.0949965 0.317612
6.38 0.098157 0.314458
6.39 0.101285 0.311203
6.4 0.104381 0.307846
6.41 0.107442 0.304389
6.42 0.110468 0.300833
6.43 0.113458 0.29718
6.44 0.116411 0.293429
6.45 0.119327 0.289584
6.46 0.122203 0.285644
6.47 0.125039 0.281612
6.48 0.127835 0.277489
6.49 0.130589 0.273275
6.5 0.1333 0.268973
6.51 0.135968 0.264583
6.52 0.138591 0.260108
6.53 0.14117 0.255549
6.54 0.143702 0.250907
6.55 0.146188 0.246184
6.56 0.148625 0.241381
6.57 0.151015 0.2365
6.58 0.153355 0.231543
6.59 0.155645 0.22651
6.6 0.157885 0.221405
6.61 0.160073 0.216228
6.62 0.162209 0.210981
6.63 0.164293 0.205667
6.64 0.166323 0.200285
6.65 0.168298 0.19484
6.66 0.170219 0.189331
6.67 0.172085 0.183762
6.68 0.173894 0.178133
6.69 0.175647 0.172447
6.7 0.177343 0.166705
6.71 0.178981 0.16091
6.72 0.180561 0.155063
6.73 0.182082 0.149166
6.74 0.183544 0.143221
6.75 0.184946 0.13723
6.76 0.186289 0.131195
6.77 0.18757 0.125118
6.78 0.188791 0.119
6.79 0.18995 0.112845
6.8 0.191048 0.106653
6.81 0.192083 0.100427
6.82 0.193056 0.0941685
6.83 0.193966 0.0878799
6.84 0.194814 0.0815631
6.85 0.195597 0.0752202
6.86 0.196318 0.0688532
6.87 0.196974 0.062464
6.88 0.197567 0.0560549
6.89 0.198095 0.0496277
6.9 0.19856 0.0431847
6.91 0.198959 0.0367278
6.92 0.199294 0.0302591
6.93 0.199564 0.0237807
6.94 0.19977 0.0172948
6.95 0.19991 0.0108032
6.96 0.199986 0.00430824
6.97 0.199996 -0.00218813
6.98 0.199942 -0.00868381
6.99 0.199823 -0.0151767
7 0.199638 -0.0216647
7.01 0.199389 -0.0281458
7.02 0.199076 -0.0346179
7.03 0.198697 -0.0410788
7.04 0.198254 -0.0475266
7.05 0.197747 -0.0539592
7.06 0.197175 -0.0603744
7.07 0.196539 -0.0667703
7.08 0.19584 -0.0731448
7.09 0.195076 -0.0794958
7.1 0.19425 -0.0858214
7.11 0.19336 -0.0921194
7.12 0.192407 -0.0983878
7.13 0.191392 -0.104625
7.14 0.190315 -0.110828
7.15 0.189176 -0.116996
7.16 0.187975 -0.123126
7.17 0.186714 -0.129216
7.18 0.185391 -0.135265
7.19 0.184008 -0.141271
7.2 0.182566 -0.147231
7.21 0.181064 -0.153144
7.22 0.179503 -0.159007
7.23 0.177884 -0.16482
7.24 0.176207 -0.170579
7.25 0.174473 -0.176283
7.26 0.172681 -0.181931
7.27 0.170834 -0.18752
7.28 0.168931 -0.193049
7.29 0.166973 -0.198515
7.3 0.164961 -0.203918
7.31 0.162895 -0.209254
7.32 0.160776 -0.214523
7.33 0.158605 -0.219723
7.34 0.156382 -0.224852
7.35 0.154108 -0.229908
7.36 0.151784 -0.23489
7.37 0.149411 -0.239796
7.38 0.146988 -0.244625
7.39 0.144518 -0.249374
7.4 0.142001 -0.254043
7.41 0.139438 -0.25863
7.42 0.136829 -0.263132
7.43 0.134175 -0.26755
7.44 0.131478 -0.271881
7.45 0.128738 -0.276123
7.46 0.125956 -0.280276
7.47 0.123133 -0.284339
7.48 0.12027 -0.288308
7.49 0.117367 -0.292185
7.5 0.114426 -0.295966
7.51 0.111448 -0.299652
7.52 0.108433 -0.303239
7.53 0.105384 -0.306729
7.54 0.102299 -0.310118
7.55 0.0991815 -0.313407
7.56 0.0960314 -0.316594
7.57 0.09285 -0.319678
7.58 0.0896382 -0.322657
7.59 0.0863972 -0.325532
7.6 0.083128 -0.3283
7.61 0.0798316 -0.330962
7.62 0.0765091 -0.333515
7.63 0.0731616 -0.33596
7.64 0.0697902 -0.338296
7.65 0.0663961 -0.340521
7.66 0.0629802 -0.342634
7.67 0.0595437 -0.344637
7.68 0.0560878 -0.346526
7.69 0.0526136 -0.348303
7.7 0.0491222 -0.349965
7.71 0.0456147 -0.351514
7.72 0.0420923 -0.352947
7.73 0.0385561 -0.354266
7.74 0.0350074 -0.355468
7.75 0.0314471 -0.356554
7.76 0.0278767 -0.357524
7.77 0.024297 -0.358377
7.78 0.0207095 -0.359113
7.79 0.0171152 -0.359731
7.8 0.0135153 -0.360232
7.81 0.00991092 -0.360615
7.82 0.00630335 -0.36088
7.83 0.00269371 -0.361027
7.84 -0.00091681 -0.361057
7.85 -0.00452703 -0.360968
7.86 -0.00813577 -0.360761
7.87 -0.0117418 -0.360435
7.88 -0.0153441 -0.359993
7.89 -0.0189413 -0.359432
7.9 -0.0225323 -0.358754
7.91 -0.026116 -0.357959
7.92 -0.0296911 -0.357046
7.93 -0.0332565 -0.356017
7.94 -0.0368111 -0.354872
7.95 -0.0403536 -0.353611
7.96 -0.0438829 -0.352234
7.97 -0.0473979 -0.350742
7.98 -0.0508974 -0.349135
7.99 -0.0543802 -0.347415
8 -0.0578453 -0.345581
8.01 -0.0612914 -0.343634
8.02 -0.0647176 -0.341575
8.03 -0.0681226 -0.339405
8.04 -0.0715053 -0.337123
8.05 -0.0748647 -0.334732
8.06 -0.0781996 -0.332232
8.07 -0.0815089 -0.329624
8.08 -0.0847917 -0.326908
8.09 -0.0880467 -0.324085
8.1 -0.091273 -0.321157
8.11 -0.0944695 -0.318124
